video,class,actual,prediction,confidence,result_type
Scenes 001-020__211J-2-_20230815190510721.mp4,TVA Uniform,0.0,0,0.0,TN
Scenes 001-020__211J-2-_20230815190510721.mp4,Kid Loki Armor,0.0,0,0.0,TN
Scenes 001-020__211J-2-_20230815190510721.mp4,TVA Prisoner Uniform,0.0,0,0.0,TN
Scenes 001-020__211J-2-_20230815190510721.mp4,Loki's Variant uniform,0.0,0,0.0,TN
Scenes 001-020__211J-2-_20230815190510721.mp4,Sylvie's machete,0.0,0,0.0,TN
Scenes 001-020__211J-2-_20230815190510721.mp4,TVA Collar,0.0,0,0.0,TN
Scenes 001-020__211J-2-_20230815190510721.mp4,Ravonna Renslayer's Uniform,0.0,0,0.0,TN
Scenes 001-020__211J-2-_20230815190510721.mp4,TemPad,0.0,0,0.0,TN
Scenes 001-020__211J-2-_20230815190510721.mp4,Classic Loki Armor,0.0,0,0.0,TN
Scenes 001-020__303L-1-_20230815223024888.mp4,TVA Monitor,0.0,0,0.0,TN
Scenes 001-020__303L-1-_20230815223024888.mp4,Loki's Armor,0.0,0,0.0,TN
Scenes 001-020__303L-1-_20230815223024888.mp4,Aligator Loki Plushie,0.0,0,0.0,TN
Scenes 001-020__303L-1-_20230815223024888.mp4,Time Stick,0.0,0,0.0,TN
Scenes 001-020__303L-1-_20230815223024888.mp4,TimeSpear,0.0,1,0.8546778559684753,FP
Scenes 001-020__303L-1-_20230815223024888.mp4,Sylvie's Armor,1.0,0,0.0,FN
Scenes 001-020__303L-1-_20230815223024888.mp4,Boastful Loki Armor,0.0,0,0.0,TN
Scenes 001-020__303L-1-_20230815223024888.mp4,Sylvie's horned headpiece,1.0,1,0.8040156364440918,TP
Scenes 001-020__303L-1-_20230815223024888.mp4,Loki's dagger,0.0,0,0.0,TN
Scenes 001-020__303L-1-_20230815223024888.mp4,TVA Uniform,0.0,0,0.0,TN
Scenes 001-020__303L-1-_20230815223024888.mp4,Kid Loki Armor,0.0,0,0.0,TN
Scenes 001-020__303L-1-_20230815223024888.mp4,TVA Prisoner Uniform,0.0,1,0.8841022849082947,FP
Scenes 001-020__303L-1-_20230815223024888.mp4,Loki's Variant uniform,1.0,0,0.0,FN
Scenes 001-020__303L-1-_20230815223024888.mp4,Sylvie's machete,0.0,0,0.0,TN
Scenes 001-020__303L-1-_20230815223024888.mp4,TVA Collar,0.0,0,0.0,TN
Scenes 001-020__303L-1-_20230815223024888.mp4,Ravonna Renslayer's Uniform,0.0,0,0.0,TN
Scenes 001-020__303L-1-_20230815223024888.mp4,TemPad,0.0,0,0.0,TN
Scenes 001-020__303L-1-_20230815223024888.mp4,Classic Loki Armor,0.0,0,0.0,TN
Scenes 001-020__211-1-_20230815190444533.mp4,TVA Monitor,0.0,0,0.0,TN
Scenes 001-020__211-1-_20230815190444533.mp4,Loki's Armor,0.0,0,0.0,TN
Scenes 001-020__211-1-_20230815190444533.mp4,Aligator Loki Plushie,0.0,0,0.0,TN
Scenes 001-020__211-1-_20230815190444533.mp4,Time Stick,0.0,0,0.0,TN
Scenes 001-020__211-1-_20230815190444533.mp4,TimeSpear,0.0,0,0.0,TN
Scenes 001-020__211-1-_20230815190444533.mp4,Sylvie's Armor,0.0,0,0.0,TN
Scenes 001-020__211-1-_20230815190444533.mp4,Boastful Loki Armor,0.0,0,0.0,TN
Scenes 001-020__211-1-_20230815190444533.mp4,Sylvie's horned headpiece,0.0,0,0.0,TN
Scenes 001-020__211-1-_20230815190444533.mp4,Loki's dagger,0.0,0,0.0,TN
Scenes 001-020__211-1-_20230815190444533.mp4,TVA Uniform,0.0,0,0.0,TN
Scenes 001-020__211-1-_20230815190444533.mp4,Kid Loki Armor,0.0,0,0.0,TN
Scenes 001-020__211-1-_20230815190444533.mp4,TVA Prisoner Uniform,0.0,0,0.0,TN
Scenes 001-020__211-1-_20230815190444533.mp4,Loki's Variant uniform,0.0,1,0.8182669281959534,FP
Scenes 001-020__211-1-_20230815190444533.mp4,Sylvie's machete,0.0,0,0.0,TN
Scenes 001-020__211-1-_20230815190444533.mp4,TVA Collar,0.0,0,0.0,TN
Scenes 001-020__211-1-_20230815190444533.mp4,Ravonna Renslayer's Uniform,1.0,1,0.8364633917808533,TP
Scenes 001-020__211-1-_20230815190444533.mp4,TemPad,0.0,0,0.0,TN
Scenes 001-020__211-1-_20230815190444533.mp4,Classic Loki Armor,0.0,0,0.0,TN
Scenes 001-020__220C-2-_20230815190657799.mp4,TVA Monitor,0.0,0,0.0,TN
Scenes 001-020__220C-2-_20230815190657799.mp4,Loki's Armor,0.0,0,0.0,TN
Scenes 001-020__220C-2-_20230815190657799.mp4,Aligator Loki Plushie,0.0,0,0.0,TN
Scenes 001-020__220C-2-_20230815190657799.mp4,Time Stick,0.0,0,0.0,TN
Scenes 001-020__220C-2-_20230815190657799.mp4,TimeSpear,0.0,0,0.0,TN
Scenes 001-020__220C-2-_20230815190657799.mp4,Sylvie's Armor,0.0,0,0.0,TN
Scenes 001-020__220C-2-_20230815190657799.mp4,Boastful Loki Armor,0.0,0,0.0,TN
Scenes 001-020__220C-2-_20230815190657799.mp4,Sylvie's horned headpiece,0.0,0,0.0,TN
Scenes 001-020__220C-2-_20230815190657799.mp4,Loki's dagger,0.0,0,0.0,TN
Scenes 001-020__220C-2-_20230815190657799.mp4,TVA Uniform,0.0,0,0.0,TN
Scenes 001-020__220C-2-_20230815190657799.mp4,Kid Loki Armor,0.0,0,0.0,TN
Scenes 001-020__220C-2-_20230815190657799.mp4,TVA Prisoner Uniform,0.0,0,0.0,TN
Scenes 001-020__220C-2-_20230815190657799.mp4,Loki's Variant uniform,0.0,0,0.0,TN
Scenes 001-020__220C-2-_20230815190657799.mp4,Sylvie's machete,0.0,0,0.0,TN
Scenes 001-020__220C-2-_20230815190657799.mp4,TVA Collar,0.0,0,0.0,TN
Scenes 001-020__220C-2-_20230815190657799.mp4,Ravonna Renslayer's Uniform,0.0,0,0.0,TN
Scenes 001-020__220C-2-_20230815190657799.mp4,TemPad,1.0,0,0.0,FN
Scenes 001-020__220C-2-_20230815190657799.mp4,Classic Loki Armor,0.0,0,0.0,TN
Scenes 021-040__137E-1-_20230815175038515.mp4,TVA Monitor,0.0,0,0.0,TN
Scenes 021-040__137E-1-_20230815175038515.mp4,Loki's Armor,0.0,0,0.0,TN
Scenes 021-040__137E-1-_20230815175038515.mp4,Aligator Loki Plushie,0.0,0,0.0,TN
Scenes 021-040__137E-1-_20230815175038515.mp4,Time Stick,0.0,0,0.0,TN
Scenes 021-040__137E-1-_20230815175038515.mp4,TimeSpear,0.0,1,0.8479610681533813,FP
Scenes 021-040__137E-1-_20230815175038515.mp4,Sylvie's Armor,0.0,0,0.0,TN
Scenes 021-040__137E-1-_20230815175038515.mp4,Boastful Loki Armor,0.0,0,0.0,TN
Scenes 021-040__137E-1-_20230815175038515.mp4,Sylvie's horned headpiece,0.0,0,0.0,TN
Scenes 021-040__137E-1-_20230815175038515.mp4,Loki's dagger,0.0,0,0.0,TN
Scenes 021-040__137E-1-_20230815175038515.mp4,TVA Uniform,0.0,0,0.0,TN
Scenes 021-040__137E-1-_20230815175038515.mp4,Kid Loki Armor,0.0,0,0.0,TN
Scenes 021-040__137E-1-_20230815175038515.mp4,TVA Prisoner Uniform,0.0,0,0.0,TN
Scenes 021-040__137E-1-_20230815175038515.mp4,Loki's Variant uniform,0.0,0,0.0,TN
Scenes 021-040__137E-1-_20230815175038515.mp4,Sylvie's machete,0.0,0,0.0,TN
Scenes 021-040__137E-1-_20230815175038515.mp4,TVA Collar,0.0,0,0.0,TN
Scenes 021-040__137E-1-_20230815175038515.mp4,Ravonna Renslayer's Uniform,0.0,0,0.0,TN
Scenes 021-040__137E-1-_20230815175038515.mp4,TemPad,0.0,0,0.0,TN
Scenes 021-040__137E-1-_20230815175038515.mp4,Classic Loki Armor,0.0,0,0.0,TN
Scenes 021-040__222-2-_20230815185458410.mp4,TVA Monitor,0.0,0,0.0,TN
Scenes 021-040__222-2-_20230815185458410.mp4,Loki's Armor,0.0,0,0.0,TN
Scenes 021-040__222-2-_20230815185458410.mp4,Aligator Loki Plushie,0.0,0,0.0,TN
Scenes 021-040__222-2-_20230815185458410.mp4,Time Stick,0.0,0,0.0,TN
Scenes 021-040__222-2-_20230815185458410.mp4,TimeSpear,0.0,0,0.0,TN
Scenes 021-040__222-2-_20230815185458410.mp4,Sylvie's Armor,0.0,0,0.0,TN
Scenes 021-040__222-2-_20230815185458410.mp4,Boastful Loki Armor,0.0,0,0.0,TN
Scenes 021-040__222-2-_20230815185458410.mp4,Sylvie's horned headpiece,0.0,0,0.0,TN
Scenes 021-040__222-2-_20230815185458410.mp4,Loki's dagger,0.0,0,0.0,TN
Scenes 021-040__222-2-_20230815185458410.mp4,TVA Uniform,1.0,0,0.0,FN
Scenes 021-040__222-2-_20230815185458410.mp4,Kid Loki Armor,0.0,0,0.0,TN
Scenes 021-040__222-2-_20230815185458410.mp4,TVA Prisoner Uniform,0.0,0,0.0,TN
Scenes 021-040__222-2-_20230815185458410.mp4,Loki's Variant uniform,0.0,0,0.0,TN
Scenes 021-040__222-2-_20230815185458410.mp4,Sylvie's machete,0.0,0,0.0,TN
Scenes 021-040__222-2-_20230815185458410.mp4,TVA Collar,0.0,0,0.0,TN
Scenes 021-040__222-2-_20230815185458410.mp4,Ravonna Renslayer's Uniform,0.0,0,0.0,TN
Scenes 021-040__222-2-_20230815185458410.mp4,TemPad,0.0,1,0.8267585039138794,FP
Scenes 021-040__222-2-_20230815185458410.mp4,Classic Loki Armor,0.0,0,0.0,TN
Scenes 041-060__156-5a- only pu_20230815181240389.mp4,TVA Monitor,0.0,0,0.0,TN
Scenes 041-060__156-5a- only pu_20230815181240389.mp4,Loki's Armor,0.0,0,0.0,TN
Scenes 041-060__156-5a- only pu_20230815181240389.mp4,Aligator Loki Plushie,0.0,0,0.0,TN
Scenes 041-060__156-5a- only pu_20230815181240389.mp4,Time Stick,0.0,0,0.0,TN
Scenes 041-060__156-5a- only pu_20230815181240389.mp4,TimeSpear,0.0,0,0.0,TN
Scenes 041-060__156-5a- only pu_20230815181240389.mp4,Sylvie's Armor,0.0,0,0.0,TN
Scenes 041-060__156-5a- only pu_20230815181240389.mp4,Boastful Loki Armor,0.0,0,0.0,TN
Scenes 041-060__156-5a- only pu_20230815181240389.mp4,Sylvie's horned headpiece,0.0,0,0.0,TN
Scenes 041-060__156-5a- only pu_20230815181240389.mp4,Loki's dagger,0.0,0,0.0,TN
Scenes 041-060__156-5a- only pu_20230815181240389.mp4,TVA Uniform,0.0,0,0.0,TN
Scenes 041-060__156-5a- only pu_20230815181240389.mp4,Kid Loki Armor,0.0,0,0.0,TN
Scenes 041-060__156-5a- only pu_20230815181240389.mp4,TVA Prisoner Uniform,1.0,1,0.9683164358139038,TP
Scenes 041-060__156-5a- only pu_20230815181240389.mp4,Loki's Variant uniform,0.0,0,0.0,TN
Scenes 041-060__156-5a- only pu_20230815181240389.mp4,Sylvie's machete,0.0,0,0.0,TN
Scenes 041-060__156-5a- only pu_20230815181240389.mp4,TVA Collar,1.0,1,0.9722591638565063,TP
Scenes 041-060__156-5a- only pu_20230815181240389.mp4,Ravonna Renslayer's Uniform,0.0,0,0.0,TN
Scenes 041-060__156-5a- only pu_20230815181240389.mp4,TemPad,0.0,1,0.8403160572052002,FP
Scenes 041-060__156-5a- only pu_20230815181240389.mp4,Classic Loki Armor,0.0,0,0.0,TN
Scenes 021-040__235E-1-_20230815192718146.mp4,TVA Monitor,0.0,0,0.0,TN
Scenes 021-040__235E-1-_20230815192718146.mp4,Loki's Armor,0.0,0,0.0,TN
Scenes 021-040__235E-1-_20230815192718146.mp4,Aligator Loki Plushie,0.0,0,0.0,TN
Scenes 021-040__235E-1-_20230815192718146.mp4,Time Stick,0.0,0,0.0,TN
Scenes 021-040__235E-1-_20230815192718146.mp4,TimeSpear,0.0,0,0.0,TN
Scenes 021-040__235E-1-_20230815192718146.mp4,Sylvie's Armor,0.0,0,0.0,TN
Scenes 021-040__235E-1-_20230815192718146.mp4,Boastful Loki Armor,0.0,0,0.0,TN
Scenes 021-040__235E-1-_20230815192718146.mp4,Sylvie's horned headpiece,0.0,0,0.0,TN
Scenes 021-040__235E-1-_20230815192718146.mp4,Loki's dagger,0.0,0,0.0,TN
Scenes 021-040__235E-1-_20230815192718146.mp4,TVA Uniform,0.0,0,0.0,TN
Scenes 021-040__235E-1-_20230815192718146.mp4,Kid Loki Armor,0.0,0,0.0,TN
Scenes 021-040__235E-1-_20230815192718146.mp4,TVA Prisoner Uniform,0.0,0,0.0,TN
Scenes 021-040__235E-1-_20230815192718146.mp4,Loki's Variant uniform,0.0,0,0.0,TN
Scenes 021-040__235E-1-_20230815192718146.mp4,Sylvie's machete,0.0,0,0.0,TN
Scenes 021-040__235E-1-_20230815192718146.mp4,TVA Collar,0.0,0,0.0,TN
Scenes 021-040__235E-1-_20230815192718146.mp4,Ravonna Renslayer's Uniform,0.0,0,0.0,TN
Scenes 021-040__235E-1-_20230815192718146.mp4,TemPad,0.0,0,0.0,TN
Scenes 021-040__235E-1-_20230815192718146.mp4,Classic Loki Armor,0.0,0,0.0,TN
Scenes 021-040__226A-1-_20230815185254846.mp4,TVA Monitor,0.0,0,0.0,TN
Scenes 021-040__226A-1-_20230815185254846.mp4,Loki's Armor,0.0,0,0.0,TN
Scenes 021-040__226A-1-_20230815185254846.mp4,Aligator Loki Plushie,0.0,0,0.0,TN
Scenes 021-040__226A-1-_20230815185254846.mp4,Time Stick,0.0,0,0.0,TN
Scenes 021-040__226A-1-_20230815185254846.mp4,TimeSpear,0.0,0,0.0,TN
Scenes 021-040__226A-1-_20230815185254846.mp4,Sylvie's Armor,0.0,0,0.0,TN
Scenes 021-040__226A-1-_20230815185254846.mp4,Boastful Loki Armor,0.0,0,0.0,TN
Scenes 021-040__226A-1-_20230815185254846.mp4,Sylvie's horned headpiece,0.0,0,0.0,TN
Scenes 021-040__226A-1-_20230815185254846.mp4,Loki's dagger,0.0,0,0.0,TN
Scenes 021-040__226A-1-_20230815185254846.mp4,TVA Uniform,0.0,0,0.0,TN
Scenes 021-040__226A-1-_20230815185254846.mp4,Kid Loki Armor,0.0,0,0.0,TN
Scenes 021-040__226A-1-_20230815185254846.mp4,TVA Prisoner Uniform,0.0,0,0.0,TN
Scenes 021-040__226A-1-_20230815185254846.mp4,Loki's Variant uniform,0.0,0,0.0,TN
Scenes 021-040__226A-1-_20230815185254846.mp4,Sylvie's machete,0.0,1,0.834409236907959,FP
Scenes 021-040__226A-1-_20230815185254846.mp4,TVA Collar,0.0,0,0.0,TN
Scenes 021-040__226A-1-_20230815185254846.mp4,Ravonna Renslayer's Uniform,0.0,0,0.0,TN
Scenes 021-040__226A-1-_20230815185254846.mp4,TemPad,0.0,0,0.0,TN
Scenes 021-040__226A-1-_20230815185254846.mp4,Classic Loki Armor,0.0,0,0.0,TN
Scenes 001-020__317-9-_20230815232900331.mp4,TVA Monitor,0.0,0,0.0,TN
Scenes 001-020__317-9-_20230815232900331.mp4,Loki's Armor,0.0,0,0.0,TN
Scenes 001-020__317-9-_20230815232900331.mp4,Aligator Loki Plushie,0.0,0,0.0,TN
Scenes 001-020__317-9-_20230815232900331.mp4,Time Stick,0.0,0,0.0,TN
Scenes 001-020__317-9-_20230815232900331.mp4,TimeSpear,0.0,0,0.0,TN
Scenes 001-020__317-9-_20230815232900331.mp4,Sylvie's Armor,1.0,0,0.0,FN
Scenes 001-020__317-9-_20230815232900331.mp4,Boastful Loki Armor,0.0,0,0.0,TN
Scenes 001-020__317-9-_20230815232900331.mp4,Sylvie's horned headpiece,0.0,0,0.0,TN
Scenes 001-020__317-9-_20230815232900331.mp4,Loki's dagger,0.0,0,0.0,TN
Scenes 001-020__317-9-_20230815232900331.mp4,TVA Uniform,0.0,0,0.0,TN
Scenes 001-020__317-9-_20230815232900331.mp4,Kid Loki Armor,0.0,0,0.0,TN
Scenes 001-020__317-9-_20230815232900331.mp4,TVA Prisoner Uniform,0.0,0,0.0,TN
Scenes 001-020__317-9-_20230815232900331.mp4,Loki's Variant uniform,0.0,0,0.0,TN
Scenes 001-020__317-9-_20230815232900331.mp4,Sylvie's machete,0.0,0,0.0,TN
Scenes 001-020__317-9-_20230815232900331.mp4,TVA Collar,0.0,0,0.0,TN
Scenes 001-020__317-9-_20230815232900331.mp4,Ravonna Renslayer's Uniform,0.0,0,0.0,TN
Scenes 001-020__317-9-_20230815232900331.mp4,TemPad,0.0,0,0.0,TN
Scenes 001-020__317-9-_20230815232900331.mp4,Classic Loki Armor,0.0,0,0.0,TN
Scenes 001-020__205A-1ng_b REH_20230815183433032.mp4,TVA Monitor,0.0,0,0.0,TN
Scenes 001-020__205A-1ng_b REH_20230815183433032.mp4,Loki's Armor,0.0,0,0.0,TN
Scenes 001-020__205A-1ng_b REH_20230815183433032.mp4,Aligator Loki Plushie,0.0,0,0.0,TN
Scenes 001-020__205A-1ng_b REH_20230815183433032.mp4,Time Stick,0.0,0,0.0,TN
Scenes 001-020__205A-1ng_b REH_20230815183433032.mp4,TimeSpear,0.0,0,0.0,TN
Scenes 001-020__205A-1ng_b REH_20230815183433032.mp4,Sylvie's Armor,0.0,0,0.0,TN
Scenes 001-020__205A-1ng_b REH_20230815183433032.mp4,Boastful Loki Armor,0.0,0,0.0,TN
Scenes 001-020__205A-1ng_b REH_20230815183433032.mp4,Sylvie's horned headpiece,0.0,0,0.0,TN
Scenes 001-020__205A-1ng_b REH_20230815183433032.mp4,Loki's dagger,0.0,0,0.0,TN
Scenes 001-020__205A-1ng_b REH_20230815183433032.mp4,TVA Uniform,1.0,0,0.0,FN
Scenes 001-020__205A-1ng_b REH_20230815183433032.mp4,Kid Loki Armor,0.0,0,0.0,TN
Scenes 001-020__205A-1ng_b REH_20230815183433032.mp4,TVA Prisoner Uniform,0.0,0,0.0,TN
Scenes 001-020__205A-1ng_b REH_20230815183433032.mp4,Loki's Variant uniform,0.0,0,0.0,TN
Scenes 001-020__205A-1ng_b REH_20230815183433032.mp4,Sylvie's machete,0.0,0,0.0,TN
Scenes 001-020__205A-1ng_b REH_20230815183433032.mp4,TVA Collar,0.0,0,0.0,TN
Scenes 001-020__205A-1ng_b REH_20230815183433032.mp4,Ravonna Renslayer's Uniform,0.0,0,0.0,TN
Scenes 001-020__205A-1ng_b REH_20230815183433032.mp4,TemPad,1.0,1,0.9284252524375916,TP
Scenes 001-020__205A-1ng_b REH_20230815183433032.mp4,Classic Loki Armor,0.0,0,0.0,TN
Scenes 001-020__504K-1-_20230816050602143.mp4,TVA Monitor,0.0,0,0.0,TN
Scenes 001-020__504K-1-_20230816050602143.mp4,Loki's Armor,0.0,0,0.0,TN
Scenes 001-020__504K-1-_20230816050602143.mp4,Aligator Loki Plushie,0.0,0,0.0,TN
Scenes 001-020__504K-1-_20230816050602143.mp4,Time Stick,0.0,0,0.0,TN
Scenes 001-020__504K-1-_20230816050602143.mp4,TimeSpear,1.0,0,0.0,FN
Scenes 001-020__504K-1-_20230816050602143.mp4,Sylvie's Armor,1.0,0,0.0,FN
Scenes 001-020__504K-1-_20230816050602143.mp4,Boastful Loki Armor,0.0,0,0.0,TN
Scenes 001-020__504K-1-_20230816050602143.mp4,Sylvie's horned headpiece,0.0,0,0.0,TN
Scenes 001-020__504K-1-_20230816050602143.mp4,Loki's dagger,0.0,0,0.0,TN
Scenes 001-020__504K-1-_20230816050602143.mp4,TVA Uniform,0.0,0,0.0,TN
Scenes 001-020__504K-1-_20230816050602143.mp4,Kid Loki Armor,0.0,0,0.0,TN
Scenes 001-020__504K-1-_20230816050602143.mp4,TVA Prisoner Uniform,0.0,0,0.0,TN
Scenes 001-020__504K-1-_20230816050602143.mp4,Loki's Variant uniform,0.0,1,0.8003050088882446,FP
Scenes 001-020__504K-1-_20230816050602143.mp4,Sylvie's machete,0.0,0,0.0,TN
Scenes 001-020__504K-1-_20230816050602143.mp4,TVA Collar,0.0,0,0.0,TN
Scenes 001-020__504K-1-_20230816050602143.mp4,Ravonna Renslayer's Uniform,1.0,0,0.0,FN
Scenes 001-020__504K-1-_20230816050602143.mp4,TemPad,1.0,1,0.8731653094291687,TP
Scenes 001-020__504K-1-_20230816050602143.mp4,Classic Loki Armor,0.0,0,0.0,TN
Scenes 041-060__254B-3-_20230815193228103.mp4,TVA Monitor,0.0,0,0.0,TN
Scenes 041-060__254B-3-_20230815193228103.mp4,Loki's Armor,0.0,0,0.0,TN
Scenes 041-060__254B-3-_20230815193228103.mp4,Aligator Loki Plushie,0.0,0,0.0,TN
Scenes 041-060__254B-3-_20230815193228103.mp4,Time Stick,1.0,0,0.0,FN
Scenes 041-060__254B-3-_20230815193228103.mp4,TimeSpear,0.0,0,0.0,TN
Scenes 041-060__254B-3-_20230815193228103.mp4,Sylvie's Armor,0.0,0,0.0,TN
Scenes 041-060__254B-3-_20230815193228103.mp4,Boastful Loki Armor,0.0,0,0.0,TN
Scenes 041-060__254B-3-_20230815193228103.mp4,Sylvie's horned headpiece,0.0,0,0.0,TN
Scenes 041-060__254B-3-_20230815193228103.mp4,Loki's dagger,0.0,0,0.0,TN
Scenes 041-060__254B-3-_20230815193228103.mp4,TVA Uniform,1.0,0,0.0,FN
Scenes 041-060__254B-3-_20230815193228103.mp4,Kid Loki Armor,0.0,0,0.0,TN
Scenes 041-060__254B-3-_20230815193228103.mp4,TVA Prisoner Uniform,0.0,0,0.0,TN
Scenes 041-060__254B-3-_20230815193228103.mp4,Loki's Variant uniform,0.0,0,0.0,TN
Scenes 041-060__254B-3-_20230815193228103.mp4,Sylvie's machete,0.0,0,0.0,TN
Scenes 041-060__254B-3-_20230815193228103.mp4,TVA Collar,0.0,0,0.0,TN
Scenes 041-060__254B-3-_20230815193228103.mp4,Ravonna Renslayer's Uniform,0.0,0,0.0,TN
Scenes 041-060__254B-3-_20230815193228103.mp4,TemPad,0.0,0,0.0,TN
Scenes 041-060__254B-3-_20230815193228103.mp4,Classic Loki Armor,0.0,0,0.0,TN
Scenes 001-020__305C-1_20230815193534665.mp4,TVA Monitor,0.0,0,0.0,TN
Scenes 001-020__305C-1_20230815193534665.mp4,Loki's Armor,0.0,0,0.0,TN
Scenes 001-020__305C-1_20230815193534665.mp4,Aligator Loki Plushie,0.0,0,0.0,TN
Scenes 001-020__305C-1_20230815193534665.mp4,Time Stick,0.0,0,0.0,TN
Scenes 001-020__305C-1_20230815193534665.mp4,TimeSpear,0.0,0,0.0,TN
Scenes 001-020__305C-1_20230815193534665.mp4,Sylvie's Armor,1.0,0,0.0,FN
Scenes 001-020__305C-1_20230815193534665.mp4,Boastful Loki Armor,0.0,0,0.0,TN
Scenes 001-020__305C-1_20230815193534665.mp4,Sylvie's horned headpiece,1.0,0,0.0,FN
Scenes 001-020__305C-1_20230815193534665.mp4,Loki's dagger,0.0,0,0.0,TN
Scenes 001-020__305C-1_20230815193534665.mp4,TVA Uniform,0.0,0,0.0,TN
Scenes 001-020__305C-1_20230815193534665.mp4,Kid Loki Armor,0.0,0,0.0,TN
Scenes 001-020__305C-1_20230815193534665.mp4,TVA Prisoner Uniform,0.0,0,0.0,TN
Scenes 001-020__305C-1_20230815193534665.mp4,Loki's Variant uniform,1.0,0,0.0,FN
Scenes 001-020__305C-1_20230815193534665.mp4,Sylvie's machete,0.0,0,0.0,TN
Scenes 001-020__305C-1_20230815193534665.mp4,TVA Collar,0.0,0,0.0,TN
Scenes 001-020__305C-1_20230815193534665.mp4,Ravonna Renslayer's Uniform,0.0,0,0.0,TN
Scenes 001-020__305C-1_20230815193534665.mp4,TemPad,0.0,0,0.0,TN
Scenes 001-020__305C-1_20230815193534665.mp4,Classic Loki Armor,0.0,0,0.0,TN
Scenes 001-020__502-2- mos_20230815182925767.mp4,TVA Monitor,0.0,0,0.0,TN
Scenes 001-020__502-2- mos_20230815182925767.mp4,Loki's Armor,0.0,0,0.0,TN
Scenes 001-020__502-2- mos_20230815182925767.mp4,Aligator Loki Plushie,0.0,0,0.0,TN
Scenes 001-020__502-2- mos_20230815182925767.mp4,Time Stick,0.0,0,0.0,TN
Scenes 001-020__502-2- mos_20230815182925767.mp4,TimeSpear,0.0,0,0.0,TN
Scenes 001-020__502-2- mos_20230815182925767.mp4,Sylvie's Armor,0.0,0,0.0,TN
Scenes 001-020__502-2- mos_20230815182925767.mp4,Boastful Loki Armor,0.0,0,0.0,TN
Scenes 001-020__502-2- mos_20230815182925767.mp4,Sylvie's horned headpiece,0.0,0,0.0,TN
Scenes 001-020__502-2- mos_20230815182925767.mp4,Loki's dagger,0.0,0,0.0,TN
Scenes 001-020__502-2- mos_20230815182925767.mp4,TVA Uniform,0.0,0,0.0,TN
Scenes 001-020__502-2- mos_20230815182925767.mp4,Kid Loki Armor,0.0,0,0.0,TN
Scenes 001-020__502-2- mos_20230815182925767.mp4,TVA Prisoner Uniform,0.0,0,0.0,TN
Scenes 001-020__502-2- mos_20230815182925767.mp4,Loki's Variant uniform,0.0,0,0.0,TN
Scenes 001-020__502-2- mos_20230815182925767.mp4,Sylvie's machete,0.0,0,0.0,TN
Scenes 001-020__502-2- mos_20230815182925767.mp4,TVA Collar,0.0,0,0.0,TN
Scenes 001-020__502-2- mos_20230815182925767.mp4,Ravonna Renslayer's Uniform,0.0,0,0.0,TN
Scenes 001-020__502-2- mos_20230815182925767.mp4,TemPad,0.0,0,0.0,TN
Scenes 001-020__502-2- mos_20230815182925767.mp4,Classic Loki Armor,0.0,0,0.0,TN
Scenes 001-020__213-3-_20230815180738197.mp4,TVA Monitor,0.0,0,0.0,TN
Scenes 001-020__213-3-_20230815180738197.mp4,Loki's Armor,0.0,0,0.0,TN
Scenes 001-020__213-3-_20230815180738197.mp4,Aligator Loki Plushie,0.0,0,0.0,TN
Scenes 001-020__213-3-_20230815180738197.mp4,Time Stick,0.0,0,0.0,TN
Scenes 001-020__213-3-_20230815180738197.mp4,TimeSpear,0.0,0,0.0,TN
Scenes 001-020__213-3-_20230815180738197.mp4,Sylvie's Armor,0.0,0,0.0,TN
Scenes 001-020__213-3-_20230815180738197.mp4,Boastful Loki Armor,0.0,0,0.0,TN
Scenes 001-020__213-3-_20230815180738197.mp4,Sylvie's horned headpiece,0.0,1,0.8147655725479126,FP
Scenes 001-020__213-3-_20230815180738197.mp4,Loki's dagger,0.0,0,0.0,TN
Scenes 001-020__213-3-_20230815180738197.mp4,TVA Uniform,0.0,0,0.0,TN
Scenes 001-020__213-3-_20230815180738197.mp4,Kid Loki Armor,0.0,0,0.0,TN
Scenes 001-020__213-3-_20230815180738197.mp4,TVA Prisoner Uniform,0.0,0,0.0,TN
Scenes 001-020__213-3-_20230815180738197.mp4,Loki's Variant uniform,1.0,1,0.8766905069351196,TP
Scenes 001-020__213-3-_20230815180738197.mp4,Sylvie's machete,0.0,0,0.0,TN
Scenes 001-020__213-3-_20230815180738197.mp4,TVA Collar,0.0,0,0.0,TN
Scenes 001-020__213-3-_20230815180738197.mp4,Ravonna Renslayer's Uniform,0.0,0,0.0,TN
Scenes 001-020__213-3-_20230815180738197.mp4,TemPad,0.0,1,0.8276951909065247,FP
Scenes 001-020__213-3-_20230815180738197.mp4,Classic Loki Armor,0.0,0,0.0,TN
Scenes 061-080__265H-2-_20230815215828529.mp4,TVA Monitor,0.0,0,0.0,TN
Scenes 061-080__265H-2-_20230815215828529.mp4,Loki's Armor,0.0,0,0.0,TN
Scenes 061-080__265H-2-_20230815215828529.mp4,Aligator Loki Plushie,0.0,0,0.0,TN
Scenes 061-080__265H-2-_20230815215828529.mp4,Time Stick,1.0,1,0.9353567957878113,TP
Scenes 061-080__265H-2-_20230815215828529.mp4,TimeSpear,0.0,0,0.0,TN
